"accession","analysis_status","analysis_summary.0.key","analysis_summary.0.value","analysis_summary.1.key","analysis_summary.1.value","analysis_summary.2.key","analysis_summary.2.value","analysis_summary.3.key","analysis_summary.3.value","analysis_summary.4.key","analysis_summary.4.value","analysis_summary.5.key","analysis_summary.5.value","analysis_summary.6.key","analysis_summary.6.value","analysis_summary.7.key","analysis_summary.7.value","analysis_summary.8.key","analysis_summary.8.value","analysis_summary.9.key","analysis_summary.9.value","assembly","complete_time","downloads","experiment_type","instrument_model","instrument_platform","is_private","last_update","mgx_accession","pipeline_version","run","sample","study","url"
"MGYA00216585","completed","Submitted nucleotide sequences","23810611","Nucleotide sequences after format-specific filtering","23780535","Nucleotide sequences after length filtering","22225462","Nucleotide sequences after undetermined bases filtering","22222658","Reads with predicted CDS","21132227","Reads with predicted RNA","64744","Reads with InterProScan match","7875233","Predicted CDS","21461416","Predicted CDS with InterProScan match","7887110","Total InterProScan matches","12918216","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713353?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426800?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216585?format=csv"
"MGYA00216586","completed","Submitted nucleotide sequences","5904329","Nucleotide sequences after format-specific filtering","5895039","Nucleotide sequences after length filtering","5153970","Nucleotide sequences after undetermined bases filtering","5153914","Reads with predicted CDS","4715290","Reads with predicted RNA","25704","Reads with InterProScan match","1676089","Predicted CDS","4734554","Predicted CDS with InterProScan match","1676721","Total InterProScan matches","2622311","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726011?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426845?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216586?format=csv"
"MGYA00216587","completed","Submitted nucleotide sequences","31906441","Nucleotide sequences after format-specific filtering","31865960","Nucleotide sequences after length filtering","29760099","Nucleotide sequences after undetermined bases filtering","29756572","Reads with predicted CDS","28505416","Reads with predicted RNA","144288","Reads with InterProScan match","13738059","Predicted CDS","28943427","Predicted CDS with InterProScan match","13759610","Total InterProScan matches","23002174","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713336?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426783?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216587?format=csv"
"MGYA00216588","completed","Submitted nucleotide sequences","38935202","Nucleotide sequences after format-specific filtering","38876788","Nucleotide sequences after length filtering","36153206","Nucleotide sequences after undetermined bases filtering","36149051","Reads with predicted CDS","34770388","Reads with predicted RNA","143833","Reads with InterProScan match","16452494","Predicted CDS","35326243","Predicted CDS with InterProScan match","16480788","Total InterProScan matches","27446962","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713400?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426847?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216588?format=csv"
"MGYA00216589","completed","Submitted nucleotide sequences","39880776","Nucleotide sequences after format-specific filtering","39812724","Nucleotide sequences after length filtering","30044128","Nucleotide sequences after undetermined bases filtering","30043524","Reads with predicted CDS","28549673","Reads with predicted RNA","120554","Reads with InterProScan match","11119246","Predicted CDS","28821067","Predicted CDS with InterProScan match","11132673","Total InterProScan matches","17841304","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2592278?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426849?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216589?format=csv"
"MGYA00216590","completed","Submitted nucleotide sequences","41476175","Nucleotide sequences after format-specific filtering","41424116","Nucleotide sequences after length filtering","38501416","Nucleotide sequences after undetermined bases filtering","38497381","Reads with predicted CDS","36500036","Reads with predicted RNA","291857","Reads with InterProScan match","17119798","Predicted CDS","36989169","Predicted CDS with InterProScan match","17143741","Total InterProScan matches","28174888","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713374?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426821?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216590?format=csv"
"MGYA00216591","completed","Submitted nucleotide sequences","1641474","Nucleotide sequences after format-specific filtering","1637717","Nucleotide sequences after length filtering","1381145","Nucleotide sequences after undetermined bases filtering","1381122","Reads with predicted CDS","1318840","Reads with predicted RNA","7294","Reads with InterProScan match","543562","Predicted CDS","1322053","Predicted CDS with InterProScan match","543686","Total InterProScan matches","853159","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725954?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426786?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216591?format=csv"
"MGYA00216592","completed","Submitted nucleotide sequences","65145443","Nucleotide sequences after format-specific filtering","65071619","Nucleotide sequences after length filtering","60886500","Nucleotide sequences after undetermined bases filtering","60879221","Reads with predicted CDS","58377584","Reads with predicted RNA","162297","Reads with InterProScan match","24180518","Predicted CDS","59302763","Predicted CDS with InterProScan match","24221016","Total InterProScan matches","40081996","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713397?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426844?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216592?format=csv"
"MGYA00216593","completed","Submitted nucleotide sequences","6951865","Nucleotide sequences after format-specific filtering","6944632","Nucleotide sequences after length filtering","6522339","Nucleotide sequences after undetermined bases filtering","6522048","Reads with predicted CDS","6221900","Reads with predicted RNA","33843","Reads with InterProScan match","2729402","Predicted CDS","6247787","Predicted CDS with InterProScan match","2730745","Total InterProScan matches","4338979","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725941?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426780?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216593?format=csv"
"MGYA00216594","completed","Submitted nucleotide sequences","27921450","Nucleotide sequences after format-specific filtering","27879248","Nucleotide sequences after length filtering","25441317","Nucleotide sequences after undetermined bases filtering","25438934","Reads with predicted CDS","24250335","Reads with predicted RNA","121170","Reads with InterProScan match","10783925","Predicted CDS","24515726","Predicted CDS with InterProScan match","10797850","Total InterProScan matches","17658997","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713341?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426788?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216594?format=csv"
"MGYA00216595","completed","Submitted nucleotide sequences","27353530","Nucleotide sequences after format-specific filtering","27317401","Nucleotide sequences after length filtering","25418228","Nucleotide sequences after undetermined bases filtering","25415336","Reads with predicted CDS","24476411","Reads with predicted RNA","96545","Reads with InterProScan match","10876834","Predicted CDS","24806114","Predicted CDS with InterProScan match","10893531","Total InterProScan matches","17979737","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713411?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426858?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216595?format=csv"
"MGYA00216596","completed","Submitted nucleotide sequences","72030002","Nucleotide sequences after format-specific filtering","71950639","Nucleotide sequences after length filtering","67408102","Nucleotide sequences after undetermined bases filtering","67399373","Reads with predicted CDS","65285979","Reads with predicted RNA","126329","Reads with InterProScan match","29819837","Predicted CDS","66110865","Predicted CDS with InterProScan match","29861832","Total InterProScan matches","49292042","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713358?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426805?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216596?format=csv"
"MGYA00216597","completed","Submitted nucleotide sequences","6232793","Nucleotide sequences after format-specific filtering","6224787","Nucleotide sequences after length filtering","5447240","Nucleotide sequences after undetermined bases filtering","5447177","Reads with predicted CDS","5207682","Reads with predicted RNA","23799","Reads with InterProScan match","2166320","Predicted CDS","5219585","Predicted CDS with InterProScan match","2166805","Total InterProScan matches","3390782","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725995?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426824?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216597?format=csv"
"MGYA00216598","completed","Submitted nucleotide sequences","28634108","Nucleotide sequences after format-specific filtering","28597899","Nucleotide sequences after length filtering","22567190","Nucleotide sequences after undetermined bases filtering","22566229","Reads with predicted CDS","21635589","Reads with predicted RNA","58420","Reads with InterProScan match","8829919","Predicted CDS","21863908","Predicted CDS with InterProScan match","8842025","Total InterProScan matches","14292065","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2592269?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426834?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216598?format=csv"
"MGYA00216599","completed","Submitted nucleotide sequences","49834445","Nucleotide sequences after format-specific filtering","49771894","Nucleotide sequences after length filtering","45799908","Nucleotide sequences after undetermined bases filtering","45797423","Reads with predicted CDS","44138327","Reads with predicted RNA","175815","Reads with InterProScan match","19877453","Predicted CDS","44740036","Predicted CDS with InterProScan match","19906812","Total InterProScan matches","32921859","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2592343?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426858?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216599?format=csv"
"MGYA00216600","completed","Submitted nucleotide sequences","14095449","Nucleotide sequences after format-specific filtering","14071713","Nucleotide sequences after length filtering","12860612","Nucleotide sequences after undetermined bases filtering","12859895","Reads with predicted CDS","12395448","Reads with predicted RNA","45715","Reads with InterProScan match","5412824","Predicted CDS","12561914","Predicted CDS with InterProScan match","5420132","Total InterProScan matches","8962604","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2592341?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426850?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216600?format=csv"
"MGYA00216601","completed","Submitted nucleotide sequences","6577199","Nucleotide sequences after format-specific filtering","6566042","Nucleotide sequences after length filtering","6110479","Nucleotide sequences after undetermined bases filtering","6109779","Reads with predicted CDS","5797611","Reads with predicted RNA","54972","Reads with InterProScan match","2938786","Predicted CDS","5876310","Predicted CDS with InterProScan match","2942906","Total InterProScan matches","4906884","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713393?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426840?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216601?format=csv"
